PID,Title,PVID,Venue_Name,RelationshipType
1864,Good requirements practices are neither necessary nor sufficient,2,Springer,PublishedIn
1865,Requirements engineering paper classification and evaluation criteria: a proposal and a discussion,2,Springer,PublishedIn
1866,Requirements engineering for e-business advantage,2,Springer,PublishedIn
1867,Requirements quality control: a unifying framework,2,Springer,PublishedIn
1868,Requirements Abstraction Model,2,Springer,PublishedIn
1869,A requirements monitoring framework for enterprise systems,2,Springer,PublishedIn
1870,Situational method engineering: combining assembly-based and roadmap-driven approaches,2,Springer,PublishedIn
1871,Guest editorial: 10th anniversary workshop on Requirements Engineering: Foundation for Software Quality (REFSQ’2004),2,Springer,PublishedIn
1872,Requirements researchers: are we really doing research?,2,Springer,PublishedIn
1873,Agile or analytic? Book reviews: Cohn versus Lavi and Kudish,2,Springer,PublishedIn
1874,Applying a pragmatics-based creativity-fostering technique to requirements elicitation,2,Springer,PublishedIn
1875,Generating requirements from systems models using patterns: a case study,2,Springer,PublishedIn
1876,Communication gaps in a tender process,2,Springer,PublishedIn
1877,Improving the detection of requirements discordances among stakeholders,2,Springer,PublishedIn
1878,Coordinated development of business processes and their support systems,2,Springer,PublishedIn
1879,Is emotion relevant to requirements engineering?,2,Springer,PublishedIn
1880,Basic notions regarding business processes and supporting information systems,2,Springer,PublishedIn
1881,Measuring the fitness relationship,2,Springer,PublishedIn
1882,Delta analysis with workflow logs: aligning business process prescriptions and their reality,2,Springer,PublishedIn
1883,Business alignment: using process mining as a tool for Delta analysis and conformance testing,2,Springer,PublishedIn
1884,Managing context in business process management systems,2,Springer,PublishedIn
1885,Testing the predictive ability of a requirements pattern language,2,Springer,PublishedIn
1886,Ontology based object-oriented domain modelling: fundamental concepts,2,Springer,PublishedIn
1887,ISRE: immersive scenario-based requirements engineering with virtual prototypes,2,Springer,PublishedIn
1888,Experience of using a lightweight formal specification method for a commercial embedded system product line,2,Springer,PublishedIn
1889,Scenario advisor tool for requirements engineering,2,Springer,PublishedIn
1890,Supporting scenario evolution,2,Springer,PublishedIn
1891,Is object-oriented requirements engineering of interest?,2,Springer,PublishedIn
1892,Scenario-based requirements analysis techniques for real-time software systems: a comparative evaluation,2,Springer,PublishedIn
1893,The system reliability analyser tool,2,Springer,PublishedIn
1894,An operational model for structuring the requirements generation process,2,Springer,PublishedIn
1895,Scenario inspections,2,Springer,PublishedIn
1896,Eliciting security requirements with misuse cases,2,Springer,PublishedIn
1897,Are use case and class diagrams complementary in requirements analysis? An experimental study on use case and class diagrams in UML,2,Springer,PublishedIn
1898,"Hierarchical entity-relationship diagrams: the model, method of creation and experimental evaluation",2,Springer,PublishedIn
1899,A framework for empirical evaluation of conceptual modeling techniques,2,Springer,PublishedIn
1900,The effect of the number of concepts on the readability of schemas: an empirical study with data models,2,Springer,PublishedIn
1901,Relationship analysis in requirements engineering,2,Springer,PublishedIn
1902,"Selecting CRM packages based on architectural, functional, and cost requirements: Empirical validation of a hierarchical ranking model",2,Springer,PublishedIn
1903,Empirical comparisons of animation and narration in requirements validation,2,Springer,PublishedIn
1904,Development of a computer-based interviewing tool to enhance the requirements gathering process,2,Springer,PublishedIn
1905,A requirements taxonomy for reducing Web site privacy vulnerabilities,2,Springer,PublishedIn
1906,Market research for requirements analysis using linguistic tools,2,Springer,PublishedIn
1907,Introduction to the RE’03 Special Issue,2,Springer,PublishedIn
1908,Goal-driven requirements analysis for hypermedia-intensive Web applications,2,Springer,PublishedIn
1909,Acquiring and incorporating state-dependent timing requirements,2,Springer,PublishedIn
1910,Deriving tabular event-based specifications from goal-oriented requirements models,2,Springer,PublishedIn
1911,Specifying and analyzing early requirements in Tropos,2,Springer,PublishedIn
1912,Eliciting gaps in requirements change,2,Springer,PublishedIn
1913,A goal-driven and agent-based requirements engineering framework*,2,Springer,PublishedIn
1914,Market research for requirements analysis using linguistic tools,2,Springer,PublishedIn
1915,An exploratory study into whether to or not to include users in the development of industrial hypermedia applications,2,Springer,PublishedIn
1916,User’s manual as a requirements specification: case studies,2,Springer,PublishedIn
1917,Editorial: model-based requirements engineering,2,Springer,PublishedIn
1918,Lightweight models for interpreting informal specifications,2,Springer,PublishedIn
1919,An economic approach for improving requirements negotiation models with inspection,2,Springer,PublishedIn
1920,Merging individual conceptual models of requirements ,2,Springer,PublishedIn
1921,Arcade: early dynamic property evaluation of requirements using partitioned software architecture models,2,Springer,PublishedIn
1922,Quantitative risk-based requirements reasoning,2,Springer,PublishedIn
1923,Retrenching partial requirements into system definitions: a simple feature interaction case study,2,Springer,PublishedIn
1924,RE'02: The birth of a new flagship conference in requirements engineering,2,Springer,PublishedIn
1925,Requirements honesty,2,Springer,PublishedIn
1926,Automating performance-related impact analysis through event based traceability,2,Springer,PublishedIn
1927,RE challenges in multi-site software development organisations,2,Springer,PublishedIn
1928,Applications of linguistic techniques for use case analysis,2,Springer,PublishedIn
1929,More requirements engineering adventures with building contractors,2,Springer,PublishedIn
1930,Hidden skills that support phased and agile requirements engineering,2,Springer,PublishedIn
1931,Value-based requirements engineering: exploring innovative e-commerce ideas,2,Springer,PublishedIn
1932,Web system requirements: an overview,2,Springer,PublishedIn
1933,"Promoting software quality through a human, social and organisational requirements elicitation process",2,Springer,PublishedIn
1934,Online First publication,2,Springer,PublishedIn
1935,Interactions among dynamic sets of objects,2,Springer,PublishedIn
