Institute_Name,IID
"Department of Informatics, Technological Education Institution of Athens, Agiou Spyridonos, Aigaleo, 12210, Athens
, Greece",1591
"Chair for Information Systems, Technische Universität München (TUM), Boltzmannstr. 3, 85748, Garching, Germany",1592
"Institute of Databases and Information Systems, University of Ulm, James-Frank-Ring, 89069, Ulm, Germany",1593
"Department of Computer Science and Engineering, Soongsil University, Seoul, South Korea",1594
"Shiraz University of Medical Science, 3rd Floor of Central
Building, Next To Pars Hotel, Zand BLVD, Shiraz, I. R. Iran",1595
"Department of Computing, The Open University, Milton Keynes, MK7 6AA, UK",1596
"Seoul, Korea",1597
"Department of Engineering Design and Production, Aalto University School of Science and Technology, P.O. Box 14100, 00076, Aalto, Espoo, Finland",1598
"Saint Louis University, St. Louis, MO, USA",1599
"Department of Engineering Management and Systems Engineering, National Centers for System of Systems Engineering, Old Dominion University, Norfolk, VA, USA",1600
"Department of Information Systems Engineering, Ben-Gurion University, 84105, Beer-Sheva, Israel",1601
"Paluno, The Ruhr Institute for Software Technology, University of Duisburg-Essen, Oststrasse 99, 47057, Duisburg, Germany",1602
"Department of Information and Communication Systems Engineering, University of the Aegean, Mytilene, Greece",1603
"Network Information and Computer Security Lab, University of Malaga, Málaga, Spain",1604
"Department of Cultural Technology and Communication, University of the Aegean, University Hill, 81100, Mytilene, Greece",1605
"Department of Management Science, Lancaster University, Lancaster, LA1 4YX, UK",1606
"Masdar Institute of Science and Technology, Abu Dhabi, United Arab Emirates",1607
"ICFAI Business School, Hyderabad, India",1608
"Department of Computing, Lancaster University, LA1 4WA, Lancaster, UK",1609
"Lancaster University, Lancaster, UK",1610
"Département d’Ingénierie Informatique, Université catholique de Louvain, Louvain-la-Neuve, Belgium",1611
"Dependable Evolvable Pervasive Software Engineering, Dipartimento di Elettronica e Informazione, Politecnico di Milano, Milan, Italy",1612
"ISISTAN Research Institute, UNICEN University, Paraje Arroyo Seco, Tandil, Argentina",1613
"ESAT/COSIC and IBBT, K. U. Leuven, Leuven, Belgium",1614
"Knowledge Reuse Group, Universidad Carlos III de Madrid, Avda. Universidad 30, 28911, Leganés, Madrid, Spain",1615
"Department of Information Engineering and Computer Science, Università degli Studi di Trento, Via Sommarive, 14, 38123, Povo, TN, Italy",1616
"Universidad Rey Juan Carlos de Madrid, Madrid, Spain",1617
"School of Computer Science and Engineering, Beihang University, Beijing, China",1618
"CIn, Universidade Federal de Pernambuco—UFPE, Recife, PE, 50 740-560, Brazil",1619
"Department of Computer Science, Lund University, P.O. Box 118, 22100, Lund, Sweden",1620
"Department of Information and Computer Science, King Fahd University of Petroleum and Minerals, Al-Dhahran, Saudi Arabia",1621
"Cheriton School of Computer Science, University of Waterloo, Waterloo, ON, N2L 3G1, Canada",1622
"University of Iceland, Dunhaga 5, 107, Reykjavik, Iceland",1623
"Faculty Exact Sciences, VUA University Amsterdam, Boelelaan, 1105, 1081 HV, Amsterdam, The Netherlands",1624
"Centre for Human–Computer Interaction Design, City University London, London, EC1V 0HB, UK",1625
"PReCISE Research Centre, University of Namur (FUNDP), Namur, Belgium",1626
"School of Electronics, Electrical Engineering and Computer Science, Queens University Belfast, Belfast, UK",1627
"Centre for Human-Computer Interaction Design, City University London, London, EC1V 0HB, UK",1628
"Department of Computer Science, North Carolina State University, Raleigh, NC, USA",1629
"Department of Computer Science, University College London, London, UK",1630
"IT University of Copenhagen, Rued Langgaards Vej 7, 2300, Copenhagen S, DK, Denmark",1631
"Software Engineering Group, Leibniz Universität Hannover, Welfengarten 1, 30167, Hannover, Germany",1632
"Robert Bosch GmbH, Corporate Research, Stuttgart, Germany",1633
"Automotive Safety Technologies GmbH, Sachsstrasse 16, 85080, Gaimersheim, Germany",1634
"LIFIA, Facultad de Informática, UNLP, La Plata, Argentina",1635
"Department of Computer Science and Software Engineering, Faculty of Engineering and Computer Science, Concordia University, 1455 de Maisonneuve Blvd. West, EV 8.401, Montreal, QC, H3G 1M8, Canada",1636
"Manchester Business School, University of Manchester, Booth Street East, Manchester, M15 6PB, UK",1637
"CIDISI - Centro de Investigación y Desarrollo en Ingeniería en Sistemas de Información, Facultad Regional Santa Fe - Universidad Tecnológica Nacional, Lavaysse 610, 3000, Santa Fe, Argentina",1638
"School of Computing, DePaul University, Chicago, IL, USA",1639
"School of Information Technology, York University, Toronto, Canada",1640
"Department of Computing, The Open University, Walton Hall, Milton Keynes, MK7 6AA, UK",1641
"University of Kentucky, 301 Rose Street, Lexington, KY, 40506-0495, USA",1642
"LORIA, Nancy Université, Vandoeuvre lès Nancy, France",1643
"Faculty of Technology Management, Holon Institute of Technology, Holon, Israel",1644
"Simula Research Laboratory, University of Oslo, P.O. Box 134, Lysaker, Norway",1645
"Department of Computer Science, Institute of Mathematics, Federal University of Rio de Janeiro (UFRJ), Bloco E, CCMN/NCE, Cidade Universitária, PO BOX 68.530, Rio de Janeiro, RJ, 21941-590, Brazil",1646
"College of Engineering, Computer Science Department, North Carolina State University, Raleigh, NC, USA",1647
"Interdisciplinary Centre for Law and ICT (ICRI), Katholieke Universiteit Leuven, Sint-Michielsstraat 6, 3000, Leuven, Belgium",1648
"Computer Science Department, University of Malaga, Campus de Teatinos s/n, 29071, Málaga, Spain",1649
"Department of Computer Science, College of Engineering, North Carolina State University, Raleigh, NC, USA",1650
"Electrical Engineering Department, IBBT-COSIC, K.U. Leuven Kasteelpark Arenberg 10, 3001, Heverlee, Belgium",1651
"Massachusetts Institute of Technology, Room 33-334, Cambridge, MA, 02139, USA",1652
"Bombardier Transportation, Schoeneberger Ufer 1, 10785, Berlin, Germany",1653
"DISI, University of Trento, Via Sommarive 14, 38123, Povo, Trento, Italy",1654
"GIISCo Research Group, Faculty of Informatics, National University of Comahue, Neuquén, Argentina",1655
"Information Systems Group, University of Twente, P.O. Box 217, 7500 AE, Enschede, The Netherlands",1656
"Institute of Computer Technology, Vienna University of Technology, Gusshausstr. 27-29, 1040, Vienna, Austria",1657
"Microsoft, Redmond, WA, 98052, USA",1658
"Department of Software Engineering and Artificial Intelligence, Universidad Complutense de Madrid, Madrid, Spain",1659
"Laboratory for Software Engineering Decision Support, University of Calgary, 2500 University Dr. NW, Calgary, AB, T2N 1N4, Canada",1660
"Information and Computer Science Department, King Fahd University of Petroleum and Minerals, P.O. Box 941, Dhahran, 31261, Saudi Arabia",1661
"Lero, The Irish Software Engineering Research Centre, University of Limerick, Limerick, Ireland",1662
"Department of Computer Science, University of Western Ontario, London, ON, N6A 5B7, Canada",1663
"Computing Department, InfoLab 21, Lancaster University, Lancaster, LA1 4AW, UK",1664
"SITE, University of Ottawa, 800 King Edward, Ottawa, ON, K1N 6N5, Canada",1665
"Information Systems & Change Management, University of Twente, Enschede, The Netherlands",1666
"Centre for IT Innovation, Public Research Centre Henri Tudor, Luxembourg, Luxembourg",1667
"Connected Objects Laboratory, Service Platform Group, Telenor GBDR, Otto Nielsens vei 12, 7004, Trondheim, Norway",1668
"Institute of Information Systems, Humboldt-Universität zu Berlin, Berlin, Germany",1669
"University of Toronto, Toronto, ON, Canada",1670
"Department of Computing, City University London Northampton Square, London, EC1V, UK",1671
"RE’08 Program Chair, Tokyo, Japan",1672
"Computing Department, InfoLab21, South Drive, Lancaster University, LA1 4WA, Lancaster, UK",1673
"School of Computer and Communication Sciences, Ecole Polytechnique Fédérale de Lausanne (EPFL), 1015, Lausanne, Switzerland",1674
"University College London, Malet Place, London, WC1E 6BT, UK",1675
"Department of Computer Science and Engineering, Chalmers University of Technology, 412 96, Göteborg, Sweden",1676
"Sauder School of Business, University of British Columbia, 2053 Main Mall, Vancouver, BC, V6T1Z2, Canada",1677
"Department of Telematics Engineering, University of Vigo, Vigo, Spain",1678
"Department of Industrial Engineering and Management, School of Engineering, University of Porto, R. Roberto Frias, 4200-465, Porto, Portugal",1679
"Centre for HCI Design, City University London, London, EC1V 0HB, UK",1680
"Software Business and Engineering Institute, Helsinki University of Technology, P. O. Box 9210, 02015, TKK, Finland",1681
"School of Computing, DePaul University, 243 S. Wabash, Chicago, IL, 60604, USA",1682
"Software Systems Research Centre, Bournemouth University, Bournemouth, UK",1683
"Dipartimento di Ingegneria e Scienza dell’Informazione, University of Trento, via Sommarive 14, 38100, Povo (TN), Italy",1684
"Department of Management, 209 College of Business Administration, University of Nebraska-Lincoln, Lincoln, NE, 68588-0491, USA",1685
"Software Engineering Research Group, Departamento de Informática y Sistemas, Facultad de Informática, Universidad de Murcia, Campus de Espinardo, 30071, Murcia, Spain",1686
"School of Engineering and Computing, Glasgow Caledonian University, Cowcaddens Road, Glasgow, G4 0BA, UK",1687
"Centre for Requirements and Foundations, Oxford University Computing Laboratory, Oxford, UK",1688
"CIDISI, Centro de Investigación y Desarrollo en Ingeniería en Sistemas de Información, Facultad Regional Santa Fe, Universidad Tecnológica Nacional, Santa Fe, Argentina",1689
"School of Humanities and Informatics, University of Skövde, P·O. Box 408, 541 28, Skövde, Sweden",1690
"Telematic Engineering Department, University of Vigo, 36310, Vigo, Spain",1691
"Cultural Informatics Laboratory, Department of Cultural Technology and Communication, University of the Aegean, Harilaou Trikoupi and Faonos Str., 81100, Mytilene, Greece",1692
"Faculty of Business Administration, Memorial University of Newfoundland, 310 Elizabeth Avenue, St. John’s, NL, Canada",1693
"School of Computer Science, The University of Adelaide, Adelaide, SA, 5005, Australia",1694
"Information Management Research Unit (IMRU), University of Namur, 8, rempart de la vierge, 5000, Namur, Belgium",1695
"Shoubra Faculty of Engineering, Banha University, 108 Shoubra St, Cairo, Egypt",1696
"Faculty of Mathematics and Computer Science, Software Engineering Group, University of Heidelberg, 69120, Heidelberg, Germany",1697
"GCET, 1 Knowledge Park Phase II, Greater Noida, 201306, Uttar Pradesh, India",1698
"School of Mechanical Engineering, University of Leeds, LS2 9JT, Leeds, UK",1699
"Informatics Research Institute, Newton Building, University of Salford, Salford, M5 4WT, UK",1700
"209 CBA, Department of Management, University of Nebraska-Lincoln, Lincoln, NE, 68588-0491, USA",1701
"Institute of Computer Technology, Vienna University of Technology, 1040, Vienna, Austria",1702
"Department of Computing and Information Science, University of Guelph, Guelph, ON, Canada, N1G 2W1",1703
"College of Business Administration, Florida International University, 11200 SW 8th Street, Miami, FL, 33199, USA",1704
"Business Information Systems Group, Cairnes School of Business & Public Policy, National University of Ireland – Galway, University Road, Galway, Ireland",1705
"School of Information Technology, York University, Toronto, ON, Canada",1706
"University of Calgary, 2500 University Drive, NW, Calgary, AB, T2N1N4, Canada",1707
"School of Information Systems, Technology and Management, University of New South Wales, Sydney, NSW, 2052, Australia",1708
"School of Engineering, Blekinge Institute of Technology, P.O. Box 520, 372-25, Ronneby, Sweden",1709
"Faculty of Information Technology, University of Technology Sydney (UTS), Sydney, Australia",1710
